Data,NAV
24/07/2024,46.7464 
23/07/2024,47.6464 
22/07/2024,47.5243 
19/07/2024,47.0910 
18/07/2024,47.3272 
17/07/2024,47.6195 
16/07/2024,48.3204 
15/07/2024,47.9754 
12/07/2024,47.9794 
11/07/2024,47.8307 
10/07/2024,48.1676 
09/07/2024,47.7465 
08/07/2024,47.7104 
05/07/2024,47.7276 
04/07/2024,47.6454 
03/07/2024,47.5652 
02/07/2024,47.5048 
01/07/2024,47.3290 
28/06/2024,47.2684 
27/06/2024,47.4203 
26/06/2024,47.5325 
25/06/2024,47.4533 
24/06/2024,47.1673 
21/06/2024,47.3622 
20/06/2024,47.3391 
19/06/2024,47.2773 
18/06/2024,47.3070 
17/06/2024,47.2113 
14/06/2024,47.1171 
13/06/2024,46.9089 
12/06/2024,46.7366 
11/06/2024,46.7893 
10/06/2024,46.7698 
07/06/2024,46.3851 
06/06/2024,46.2451 
05/06/2024,46.2060 
04/06/2024,45.7551 
03/06/2024,45.7878 
31/05/2024,45.7355 
30/05/2024,45.4884 
29/05/2024,45.7040 
28/05/2024,45.9053 
27/05/2024,46.0160 
24/05/2024,45.9880 
23/05/2024,45.8561 
22/05/2024,46.0821 
21/05/2024,46.1610 
20/05/2024,46.0980 
17/05/2024,46.0067 
16/05/2024,45.9501 
15/05/2024,46.0456 
14/05/2024,45.6788 
13/05/2024,45.5777 
10/05/2024,45.7227 
09/05/2024,45.5475 
08/05/2024,45.4371 
07/05/2024,45.3953 
06/05/2024,45.2397 
03/05/2024,44.8946 
02/05/2024,44.6905 
01/05/2024,44.3318 
30/04/2024,44.4445 
29/04/2024,44.9121 
26/04/2024,44.8863 
25/04/2024,44.3604 
24/04/2024,44.6835 
23/04/2024,44.6312 
22/04/2024,44.3037 
19/04/2024,43.8348 
18/04/2024,44.2234 
17/04/2024,44.3144 
16/04/2024,44.5515 
15/04/2024,44.8464 
12/04/2024,45.3034 
11/04/2024,45.4949 
10/04/2024,45.1362 
09/04/2024,45.1316 
08/04/2024,45.1014 
05/04/2024,45.1627 
04/04/2024,44.7649 
03/04/2024,45.2370 
02/04/2024,45.3904 
01/04/2024,45.7650 
28/03/2024,45.6881 
27/03/2024,45.5787 
26/03/2024,45.2393 
25/03/2024,45.2792 
22/03/2024,45.4699 
21/03/2024,45.3665 
20/03/2024,45.1301 
19/03/2024,44.8197 
18/03/2024,44.5431 
15/03/2024,44.3230 
14/03/2024,44.5774 
13/03/2024,44.4964 
12/03/2024,44.6130 
11/03/2024,44.1774 
08/03/2024,44.2176 
07/03/2024,44.5076 
06/03/2024,44.1087 
05/03/2024,43.9913 
04/03/2024,44.3759 
01/03/2024,44.5137 
29/02/2024,44.2107 
28/02/2024,43.9374 
27/02/2024,44.0007 
26/02/2024,43.9033 
23/02/2024,44.1340 
22/02/2024,44.1225 
21/02/2024,43.3737 
20/02/2024,43.3279 
19/02/2024,43.7184 
16/02/2024,43.6795 
15/02/2024,43.7761 
14/02/2024,43.6146 
13/02/2024,43.2863 
12/02/2024,43.6232 
09/02/2024,43.5523 
08/02/2024,43.4444 
07/02/2024,43.4460 
06/02/2024,43.2266 
05/02/2024,43.1536 
02/02/2024,43.0564 
01/02/2024,42.6507 
31/01/2024,42.2336 
30/01/2024,42.7500 
29/01/2024,42.8929 
26/01/2024,42.3756 
25/01/2024,42.4497 
24/01/2024,42.0571 
23/01/2024,42.1566 
22/01/2024,41.9275 
19/01/2024,41.7556 
18/01/2024,41.4522 
17/01/2024,41.1576 
16/01/2024,41.3910 
15/01/2024,41.3606 
12/01/2024,41.3456 
11/01/2024,41.2727 
10/01/2024,41.2473 
09/01/2024,41.2433 
08/01/2024,41.1254 
05/01/2024,40.6686 
04/01/2024,40.6691 
03/01/2024,40.8753 
02/01/2024,41.1212 
29/12/2023,41.0417 
28/12/2023,40.9372 
27/12/2023,40.9021 
26/12/2023,41.0198 
22/12/2023,40.9377 
21/12/2023,40.9281 
20/12/2023,40.6818 
19/12/2023,41.0453 
18/12/2023,41.0246 
15/12/2023,40.9549 
14/12/2023,40.6963 
13/12/2023,41.0769 
12/12/2023,40.6813 
11/12/2023,40.6737 
08/12/2023,40.4611 
07/12/2023,40.2718 
06/12/2023,40.0460 
05/12/2023,40.0008 
04/12/2023,40.0067 
01/12/2023,40.1176 
30/11/2023,39.6133 
29/11/2023,39.2496 
28/11/2023,39.2072 
27/11/2023,39.3230 
24/11/2023,39.3837 
23/11/2023,39.4066 
22/11/2023,39.5102 
21/11/2023,39.1999 
20/11/2023,39.2468 
17/11/2023,39.1715 
16/11/2023,39.0456 
15/11/2023,39.1082 
14/11/2023,39.0499 
13/11/2023,38.7961 
10/11/2023,38.8152 
09/11/2023,38.3590 
08/11/2023,38.5111 
07/11/2023,38.5740 
06/11/2023,38.3870 
03/11/2023,38.3691 
02/11/2023,38.3452 
01/11/2023,37.8937 
31/10/2023,37.3846 
30/10/2023,37.0589 
27/10/2023,36.8540 
26/10/2023,37.1006 
25/10/2023,37.3683 
24/10/2023,37.7243 
23/10/2023,37.4115 
20/10/2023,37.6163 
19/10/2023,38.1323 
18/10/2023,38.6133 
17/10/2023,38.9704 
16/10/2023,39.0254 
13/10/2023,38.8812 
12/10/2023,38.9864 
11/10/2023,38.9419 
10/10/2023,38.8808 
09/10/2023,38.6775 
06/10/2023,38.5208 
05/10/2023,38.1568 
04/10/2023,38.2154 
03/10/2023,38.1279 
02/10/2023,38.5965 
29/09/2023,38.4396 
28/09/2023,38.5637 
27/09/2023,38.5250 
26/09/2023,38.3150 
25/09/2023,38.8069 
22/09/2023,38.5168 
21/09/2023,38.5922 
20/09/2023,39.0461 
19/09/2023,39.3489 
18/09/2023,39.4680 
15/09/2023,39.5655 
14/09/2023,39.8598 
13/09/2023,39.2390 
12/09/2023,39.3169 
11/09/2023,39.3775 
08/09/2023,39.2172 
07/09/2023,39.2294 
06/09/2023,39.3289 
05/09/2023,39.5609 
04/09/2023,39.4979 
01/09/2023,39.4086 
31/08/2023,39.1943 
30/08/2023,38.9892 
29/08/2023,39.1324 
28/08/2023,38.6898 
25/08/2023,38.5039 
24/08/2023,38.1786 
23/08/2023,38.5648 
22/08/2023,38.1764 
21/08/2023,38.0642 
18/08/2023,37.9616 
17/08/2023,37.9417 
16/08/2023,38.2051 
15/08/2023,38.3619 
14/08/2023,38.8557 
11/08/2023,38.5604 
10/08/2023,38.5504 
09/08/2023,38.5530 
08/08/2023,38.8352 
07/08/2023,38.8369 
04/08/2023,38.5453 
03/08/2023,38.9088 
02/08/2023,39.0573 
01/08/2023,39.4968 
31/07/2023,39.5320 
28/07/2023,39.4135 
27/07/2023,39.2659 
26/07/2023,39.1381 
25/07/2023,39.2165 
24/07/2023,38.9887 
21/07/2023,38.7575 
20/07/2023,38.6524 
19/07/2023,38.7523 
18/07/2023,38.5068 
17/07/2023,38.2594 
14/07/2023,38.1761 
13/07/2023,38.3616 
12/07/2023,38.1978 
11/07/2023,38.2100 
10/07/2023,37.9648 
07/07/2023,37.9782 
06/07/2023,38.2850 
05/07/2023,38.7339 
04/07/2023,38.7554 
03/07/2023,38.7430 
30/06/2023,38.6585 
29/06/2023,38.3053 
28/06/2023,38.1391 
27/06/2023,37.9377 
26/06/2023,37.7189 
23/06/2023,37.9073 
22/06/2023,38.0007 
21/06/2023,37.9829 
20/06/2023,38.3192 
19/06/2023,38.4425 
16/06/2023,38.5328 
15/06/2023,38.6317 
14/06/2023,38.4827 
13/06/2023,38.5327 
12/06/2023,38.4151 
09/06/2023,38.1118 
08/06/2023,38.0172 
07/06/2023,38.0313 
06/06/2023,38.2417 
05/06/2023,38.0636 
02/06/2023,38.0546 
01/06/2023,37.4799 
31/05/2023,37.3057 
30/05/2023,37.4028 
29/05/2023,37.5235 
26/05/2023,37.5045 
25/05/2023,37.0116 
24/05/2023,36.7857 
23/05/2023,37.1004 
22/05/2023,37.4065 
19/05/2023,37.4010 
18/05/2023,37.4254 
17/05/2023,36.9886 
16/05/2023,36.5838 
15/05/2023,36.8076 
12/05/2023,36.6794 
11/05/2023,36.5555 
10/05/2023,36.4659 
09/05/2023,36.4237 
08/05/2023,36.3799 
05/05/2023,36.3316 
04/05/2023,35.7952 
03/05/2023,35.8375 
02/05/2023,36.1643 
01/05/2023,36.5502 
28/04/2023,36.3824 
27/04/2023,36.2125 
26/04/2023,35.6383 
25/04/2023,35.9762 
24/04/2023,36.2801 
21/04/2023,36.4070 
20/04/2023,36.3829 
19/04/2023,36.5875 
18/04/2023,36.6066 
17/04/2023,36.6488 
14/04/2023,36.3252 
13/04/2023,36.2365 
12/04/2023,36.0292 
11/04/2023,36.2621 
10/04/2023,36.3649 
06/04/2023,36.1351 
05/04/2023,36.0892 
04/04/2023,36.0575 
03/04/2023,36.4315 
31/03/2023,36.3504 
30/03/2023,35.7553 
29/03/2023,35.7360 
28/03/2023,35.2710 
27/03/2023,35.4133 
24/03/2023,35.3456 
23/03/2023,35.0023 
22/03/2023,35.1599 
21/03/2023,35.5622 
20/03/2023,35.2816 
17/03/2023,35.2401 
16/03/2023,35.6124 
15/03/2023,35.3629 
14/03/2023,35.2122 
13/03/2023,34.7749 
10/03/2023,35.0994 
09/03/2023,35.9461 
08/03/2023,36.4450 
07/03/2023,36.3208 
06/03/2023,36.5291 
03/03/2023,36.7199 
02/03/2023,36.1787 
01/03/2023,35.7952 
28/02/2023,36.1035 
27/02/2023,36.2074 
24/02/2023,36.2304 
23/02/2023,36.4299 
22/02/2023,36.2259 
21/02/2023,36.1654 
20/02/2023,36.7169 
17/02/2023,36.7548 
16/02/2023,36.8607 
15/02/2023,37.1730 
14/02/2023,36.9826 
13/02/2023,36.9432 
10/02/2023,36.7449 
09/02/2023,36.5349 
08/02/2023,36.8095 
07/02/2023,37.1627 
06/02/2023,36.6743 
03/02/2023,36.6002 
02/02/2023,36.6703 
01/02/2023,36.2444 
31/01/2023,36.1237 
30/01/2023,35.7582 
27/01/2023,36.1997 
26/01/2023,36.0471 
25/01/2023,35.6159 
24/01/2023,35.6940 
23/01/2023,35.7149 
20/01/2023,35.4410 
19/01/2023,35.0544 
18/01/2023,35.2838 
17/01/2023,35.6802 
16/01/2023,35.5940 
13/01/2023,35.5790 
12/01/2023,35.4471 
11/01/2023,35.3710 
10/01/2023,35.0657 
09/01/2023,34.9168 
06/01/2023,35.1918 
05/01/2023,34.7316 
04/01/2023,34.8472 
03/01/2023,34.6896 
30/12/2022,34.3320 
29/12/2022,34.4733 
28/12/2022,34.1357 
27/12/2022,34.3769 
23/12/2022,34.5496 
22/12/2022,34.4591 
21/12/2022,34.8329 
20/12/2022,34.2982 
19/12/2022,34.3992 
16/12/2022,34.5486 
15/12/2022,34.8354 
14/12/2022,35.7550 
13/12/2022,35.9163 
12/12/2022,35.8879 
09/12/2022,35.5466 
08/12/2022,35.6285 
07/12/2022,35.5562 
06/12/2022,35.6619 
05/12/2022,36.0326 
02/12/2022,36.7110 
01/12/2022,36.7724 
30/11/2022,37.1690 
29/11/2022,36.1672 
28/11/2022,36.0933 
25/11/2022,36.5567 
24/11/2022,36.5614 
23/11/2022,36.5631 
22/11/2022,36.5824 
21/11/2022,36.2579 
18/11/2022,36.0811 
17/11/2022,35.9665 
16/11/2022,35.9040 
15/11/2022,36.3140 
14/11/2022,36.1028 
11/11/2022,36.3912 
10/11/2022,36.3903 
09/11/2022,35.1668 
08/11/2022,35.6565 
07/11/2022,35.6003 
04/11/2022,35.5977 
03/11/2022,35.5273 
02/11/2022,35.5707 
01/11/2022,36.2284 
31/10/2022,36.2100 
28/10/2022,36.1553 
27/10/2022,35.4542 
26/10/2022,35.4607 
25/10/2022,35.7881 
24/10/2022,35.4237 
21/10/2022,35.3023 
20/10/2022,34.6608 
19/10/2022,34.9903 
18/10/2022,35.0418 
17/10/2022,34.7897 
14/10/2022,34.2208 
13/10/2022,34.8556 
12/10/2022,34.2739 
11/10/2022,34.3674 
10/10/2022,34.6700 
07/10/2022,34.6940 
06/10/2022,35.3615 
05/10/2022,35.6111 
04/10/2022,35.4162 
03/10/2022,34.7464 
30/09/2022,34.0864 
29/09/2022,34.5170 
28/09/2022,35.5263 
27/09/2022,35.0479 
26/09/2022,35.0166 
23/09/2022,35.2459 
22/09/2022,35.5775 
21/09/2022,35.7327 
20/09/2022,35.8436 
16/09/2022,35.9269 
15/09/2022,36.3677 
14/09/2022,36.7237 
13/09/2022,36.6763 
12/09/2022,37.6350 
09/09/2022,37.4630 
08/09/2022,37.1267 
07/09/2022,36.8411 
06/09/2022,36.5917 
05/09/2022,36.6971 
02/09/2022,36.4235 
01/09/2022,36.8280 
31/08/2022,36.6128 
30/08/2022,37.1098 
29/08/2022,37.4545 
26/08/2022,37.6919 
25/08/2022,38.8606 
24/08/2022,38.3631 
23/08/2022,38.3044 
22/08/2022,38.4613 
19/08/2022,38.8924 
18/08/2022,39.0891 
17/08/2022,38.9057 
16/08/2022,39.1277 
15/08/2022,39.0454 
12/08/2022,38.7445 
11/08/2022,37.9246 
10/08/2022,37.8913 
09/08/2022,37.5643 
08/08/2022,37.7903 
05/08/2022,37.8871 
04/08/2022,37.8501 
03/08/2022,38.0555 
02/08/2022,37.4324 
01/08/2022,37.4500 
29/07/2022,37.7101 
28/07/2022,37.3354 
27/07/2022,36.9819 
26/07/2022,36.2537 
25/07/2022,36.3036 
22/07/2022,36.2529 
21/07/2022,36.5834 
20/07/2022,36.2205 
19/07/2022,35.8854 
18/07/2022,35.2516 
15/07/2022,35.6524 
14/07/2022,35.2806 
13/07/2022,35.2094 
12/07/2022,35.5729 
11/07/2022,35.6866 
08/07/2022,35.8013 
07/07/2022,35.7903 
06/07/2022,35.1405 
05/07/2022,34.8779 
04/07/2022,34.4523 
01/07/2022,34.4519 
30/06/2022,34.0615 
29/06/2022,34.3572 
28/06/2022,34.3635 
27/06/2022,34.6087 
24/06/2022,34.7334 
23/06/2022,33.8505 
22/06/2022,33.4764 
21/06/2022,33.6584 
20/06/2022,33.1040 
17/06/2022,33.2303 
16/06/2022,33.1726 
15/06/2022,34.3300 
14/06/2022,33.9156 
13/06/2022,34.1277 
10/06/2022,35.0595 
09/06/2022,35.7164 
08/06/2022,36.2441 
07/06/2022,36.6190 
06/06/2022,36.3648 
03/06/2022,36.2175 
02/06/2022,36.6899 
01/06/2022,36.2847 
31/05/2022,36.3969 
30/05/2022,36.4757 
27/05/2022,36.5520 
26/05/2022,35.7596 
25/05/2022,35.3111 
24/05/2022,34.8998 
23/05/2022,35.3718 
20/05/2022,35.1192 
19/05/2022,34.9555 
18/05/2022,35.3797 
17/05/2022,36.3850 
16/05/2022,36.1326 
13/05/2022,36.2608 
12/05/2022,35.3685 
11/05/2022,35.0805 
10/05/2022,35.4132 
09/05/2022,35.3833 
06/05/2022,36.3919 
05/05/2022,36.8536 
04/05/2022,37.8446 
03/05/2022,37.1543 
02/05/2022,37.0304 
29/04/2022,36.9227 
28/04/2022,37.9273 
27/04/2022,37.1842 
26/04/2022,36.7628 
25/04/2022,37.4299 
22/04/2022,37.2545 
21/04/2022,38.0117 
20/04/2022,38.3784 
19/04/2022,38.5304 
18/04/2022,38.1062 
14/04/2022,38.2495 
13/04/2022,38.3110 
12/04/2022,37.9116 
11/04/2022,37.9708 
08/04/2022,38.5595 
07/04/2022,38.4456 
06/04/2022,38.3871 
05/04/2022,38.7919 
04/04/2022,38.9884 
01/04/2022,38.5408 
31/03/2022,38.1806 
30/03/2022,38.5895 
29/03/2022,38.9559 
28/03/2022,38.8054 
25/03/2022,38.5951 
24/03/2022,38.4132 
23/03/2022,38.0671 
22/03/2022,38.3419 
21/03/2022,37.8656 
18/03/2022,37.8734 
17/03/2022,37.3002 
16/03/2022,37.1201 
15/03/2022,36.2940 
14/03/2022,35.7720 
11/03/2022,35.9832 
10/03/2022,36.2079 
09/03/2022,36.2382 
08/03/2022,35.7212 
07/03/2022,36.0029 
04/03/2022,36.8377 
03/03/2022,36.9370 
02/03/2022,37.2091 
01/03/2022,36.5422 
